,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
717,1.09,Team A,2020-02-12,KEY-1176,2020-05-18 15:23:26.721638,2.0,2020-02-12,Ready For Signoff,Ops Task
718,0.0,Team A,2020-02-12,KEY-1176,2020-05-18 15:23:26.721638,2.0,2020-02-12,Done,Ops Task
719,6.82,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,Open,Ops Task
720,0.0,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,In Refinement,Ops Task
721,34.92,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,Ready for Development,Ops Task
722,4.13,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,In Development,Ops Task
723,0.94,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,Code Review,Ops Task
724,0.95,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,In Testing,Ops Task
725,0.0,Team A,2020-01-29,KEY-1175,2020-05-18 15:23:26.721638,2.0,2020-01-29,Done,Ops Task
726,6.83,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,Open,Ops Task
727,21.07,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Refinement,Ops Task
728,55.94,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,Ready for Development,Ops Task
729,5.08,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Development,Ops Task
730,0.83,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,Code Review,Ops Task
731,0.0,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,Merged,Ops Task
732,0.0,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,In Testing,Ops Task
733,0.0,Team A,2020-03-11,KEY-1174,2020-05-18 15:23:26.721638,2.0,2020-03-11,Done,Ops Task
734,89.12,Team A,2020-03-10,KEY-1171,2020-05-18 15:23:26.721638,,2020-03-10,Open,Epic
735,0.0,Team A,2020-03-10,KEY-1171,2020-05-18 15:23:26.721638,,2020-03-10,Withdrawn,Epic
736,0.0,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,Open,Ops Task
737,6.86,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,In Refinement,Ops Task
738,19.18,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,Ready for Development,Ops Task
739,1.81,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,In Development,Ops Task
740,0.08,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,Code Review,Ops Task
741,0.0,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,In Testing,Ops Task
742,4.08,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,Ready For Signoff,Ops Task
743,0.0,Team A,2020-01-13,KEY-1170,2020-05-18 15:23:26.721638,2.0,2020-01-13,Done,Ops Task
744,0.01,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Open,Ops Task
745,6.88,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,In Refinement,Ops Task
746,28.95,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Ready for Development,Ops Task
747,10.02,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,In Development,Ops Task
748,0.0,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Code Review,Ops Task
749,0.0,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Merged,Ops Task
750,0.0,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Ready to Test,Ops Task
751,0.28,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,In Testing,Ops Task
752,0.0,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Ready For Signoff,Ops Task
753,0.0,Team A,2020-01-27,KEY-1169,2020-05-18 15:23:26.721638,3.0,2020-01-27,Done,Ops Task
754,0.01,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,Open,Ops Task
755,6.88,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,In Refinement,Ops Task
756,24.94,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,Ready for Development,Ops Task
757,0.97,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,In Development,Ops Task
758,1.26,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,Code Review,Ops Task
759,0.83,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,Ready For Signoff,Ops Task
760,0.0,Team A,2020-01-16,KEY-1168,2020-05-18 15:23:26.721638,2.0,2020-01-16,Done,Ops Task
761,0.12,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Open,Story
762,40.15,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,In Analysis,Story
763,7.82,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Awaiting clarification,Story
764,0.96,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,In Refinement,Story
765,7.99,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Ready for Development,Story
766,6.97,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,In Development,Story
767,4.95,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Code Review,Story
768,1.02,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Ready to Test,Story
769,1.24,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,In Testing,Story
770,5.97,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Ready For Signoff,Story
771,0.0,Team B,2020-02-26,KEY-1166,2020-05-18 15:23:26.721638,3.0,2020-02-26,Done,Story
772,0.12,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Open,Story
773,7.1,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Analysis,Story
774,27.08,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Awaiting clarification,Story
775,0.97,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Refinement,Story
776,4.72,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready for Development,Story
777,3.32,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Development,Story
778,0.67,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Code Review,Story
779,0.03,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready to Test,Story
780,0.11,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,In Testing,Story
781,4.31,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Ready For Signoff,Story
782,0.0,Team B,2020-01-28,KEY-1165,2020-05-18 15:23:26.721638,3.0,2020-01-28,Done,Story
783,0.03,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,Open,Story
784,0.21,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,Awaiting clarification,Story
785,4.78,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Development,Story
786,0.13,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready to Test,Story
787,0.12,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Testing,Story
788,2.01,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready For Signoff,Story
789,0.0,Team B,2019-12-18,KEY-1164,2020-05-18 15:23:26.721638,2.0,2019-12-18,Done,Story
790,42.1,Team C,2020-01-21,KEY-1163,2020-05-18 15:23:26.721638,,2020-01-21,Open,Story
791,0.0,Team C,2020-01-21,KEY-1163,2020-05-18 15:23:26.721638,,2020-01-21,Withdrawn,Story
792,6.0,Team C,2020-01-21,KEY-1162,2020-05-18 15:23:26.721638,,2020-01-21,Open,Story
793,36.11,Team C,2020-01-21,KEY-1162,2020-05-18 15:23:26.721638,,2020-01-21,In Refinement,Story
794,0.0,Team C,2020-01-21,KEY-1162,2020-05-18 15:23:26.721638,,2020-01-21,Withdrawn,Story
795,2.76,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Open,Story
796,1.06,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,In Development,Story
797,3.06,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Code Review,Story
798,0.0,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Merged,Story
799,0.02,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Ready to Test,Story
800,0.14,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,In Testing,Story
801,5.03,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Ready For Signoff,Story
802,0.0,Team B,2019-12-18,KEY-1160,2020-05-18 15:23:26.721638,1.0,2019-12-18,Done,Story
803,0.0,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Open,Story
804,3.05,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,In Development,Story
805,3.87,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Code Review,Story
806,0.0,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Merged,Story
807,0.02,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Ready to Test,Story
808,0.14,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,In Testing,Story
809,39.78,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Ready For Signoff,Story
810,0.0,Team B,2020-01-22,KEY-1159,2020-05-18 15:23:26.721638,1.0,2020-01-22,Done,Story
811,0.0,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Open,Ops Task
812,3.83,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,In Refinement,Ops Task
813,3.25,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Ready for Development,Ops Task
814,6.81,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,In Development,Ops Task
815,1.03,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Code Review,Ops Task
816,0.0,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Merged,Ops Task
817,2.95,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Ready to Test,Ops Task
818,1.22,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Ready For Signoff,Ops Task
819,0.0,Team A,2019-12-17,KEY-1156,2020-05-18 15:23:26.721638,3.0,2019-12-17,Done,Ops Task
820,0.0,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,Open,Ops Task
821,21.02,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,In Refinement,Ops Task
822,19.07,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,Ready for Development,Ops Task
823,6.97,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,In Development,Ops Task
824,0.96,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,Code Review,Ops Task
825,1.01,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,Ready For Signoff,Ops Task
826,0.0,Team A,2020-01-16,KEY-1154,2020-05-18 15:23:26.721638,2.0,2020-01-16,Done,Ops Task
827,0.01,Team B,2020-01-15,KEY-1153,2020-05-18 15:23:26.721638,0.0,2020-01-15,Open,Story
828,12.8,Team B,2020-01-15,KEY-1153,2020-05-18 15:23:26.721638,0.0,2020-01-15,In Analysis,Story
829,36.95,Team B,2020-01-15,KEY-1153,2020-05-18 15:23:26.721638,0.0,2020-01-15,Awaiting clarification,Story
830,0.0,Team B,2020-01-15,KEY-1153,2020-05-18 15:23:26.721638,0.0,2020-01-15,Withdrawn,Story
831,2.74,Team A,2019-11-25,KEY-1150,2020-05-18 15:23:26.721638,,2019-11-25,Open,Ops Task
832,0.0,Team A,2019-11-25,KEY-1150,2020-05-18 15:23:26.721638,,2019-11-25,Withdrawn,Ops Task
833,7.01,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Open,Story
834,6.94,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Refinement,Story
835,0.76,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready for Development,Story
836,5.1,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Development,Story
837,0.02,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Code Review,Story
838,0.04,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Merged,Story
839,1.13,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready to Test,Story
840,0.92,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,In Testing,Story
841,5.23,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Ready For Signoff,Story
842,0.0,Team C,2019-12-18,KEY-1149,2020-05-18 15:23:26.721638,2.0,2019-12-18,Done,Story
843,17.98,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Open,Story
844,9.24,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Analysis,Story
845,28.7,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Awaiting clarification,Story
846,6.14,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Refinement,Story
847,9.01,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Ready for Development,Story
848,3.01,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Development,Story
849,1.79,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Code Review,Story
850,1.98,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Ready to Test,Story
851,4.07,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Testing,Story
852,2.06,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Ready For Signoff,Story
853,0.0,Team B,2020-02-13,KEY-1148,2020-05-18 15:23:26.721638,3.0,2020-02-13,Done,Story
854,6.94,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,Open,Ops Task
855,3.94,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,In Refinement,Ops Task
856,3.23,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,Ready for Development,Ops Task
857,5.96,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,In Development,Ops Task
858,0.86,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,Code Review,Ops Task
859,0.98,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,Ready For Signoff,Ops Task
860,0.0,Team A,2019-12-13,KEY-1147,2020-05-18 15:23:26.721638,3.0,2019-12-13,Done,Ops Task
861,0.01,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,Open,Ops Task
862,0.02,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,In Refinement,Ops Task
863,0.94,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,Ready for Development,Ops Task
864,6.08,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,In Development,Ops Task
865,1.21,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,Code Review,Ops Task
866,0.0,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,Merged,Ops Task
867,0.0,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,In Testing,Ops Task
868,0.0,Team A,2019-11-29,KEY-1145,2020-05-18 15:23:26.721638,2.0,2019-11-29,Done,Ops Task
869,0.0,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,Open,Ops Task
870,1.07,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Refinement,Ops Task
871,6.94,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready for Development,Ops Task
872,6.3,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Development,Ops Task
873,0.76,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,Code Review,Ops Task
874,0.0,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready For Signoff,Ops Task
875,0.0,Team A,2019-12-05,KEY-1144,2020-05-18 15:23:26.721638,3.0,2019-12-05,Done,Ops Task
876,1.76,,2019-11-25,KEY-1143,2020-05-18 15:23:26.721638,0.0,2019-11-25,Open,Bug
877,4.0,,2019-11-25,KEY-1143,2020-05-18 15:23:26.721638,0.0,2019-11-25,Awaiting clarification,Bug
878,0.0,,2019-11-25,KEY-1143,2020-05-18 15:23:26.721638,0.0,2019-11-25,Withdrawn,Bug
879,2.07,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Open,Story
880,5.79,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,In Analysis,Story
881,1.24,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,In Refinement,Story
882,12.86,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Ready for Development,Story
883,28.62,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,In Development,Story
884,1.96,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Code Review,Story
885,0.08,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Merged,Story
886,3.0,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Ready to Test,Story
887,1.4,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,In Testing,Story
888,0.02,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Ready For Signoff,Story
889,0.0,Team C,2020-01-15,KEY-1142,2020-05-18 15:23:26.721638,5.0,2020-01-15,Done,Story
890,28.03,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,Open,Ops Task
891,27.95,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,In Refinement,Ops Task
892,25.08,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,Ready for Development,Ops Task
893,13.76,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,In Development,Ops Task
894,2.18,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,Code Review,Ops Task
895,0.8,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,In Testing,Ops Task
896,0.0,Team A,2020-02-20,KEY-1138,2020-05-18 15:23:26.721638,3.0,2020-02-20,Done,Ops Task
897,3.87,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,Open,Ops Task
898,3.07,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,In Refinement,Ops Task
899,14.15,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,Ready for Development,Ops Task
900,11.94,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,In Development,Ops Task
901,1.07,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,Code Review,Ops Task
902,0.0,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,In Testing,Ops Task
903,0.03,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,Ready For Signoff,Ops Task
904,0.0,Team A,2019-12-18,KEY-1137,2020-05-18 15:23:26.721638,3.0,2019-12-18,Done,Ops Task
905,5.87,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Open,Ops Task
906,1.07,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,In Refinement,Ops Task
907,59.91,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Ready for Development,Ops Task
908,2.14,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,In Development,Ops Task
909,5.01,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Code Review,Ops Task
910,0.2,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Merged,Ops Task
911,0.0,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Ready to Test,Ops Task
912,1.68,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,In Testing,Ops Task
913,0.0,Team A,2020-01-29,KEY-1136,2020-05-18 15:23:26.721638,3.0,2020-01-29,Done,Ops Task
914,0.01,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Open,Story
915,25.93,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Awaiting clarification,Story
916,1.07,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,In Refinement,Story
917,0.04,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,In Development,Story
918,0.03,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Code Review,Story
919,0.02,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Merged,Story
920,0.02,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Ready to Test,Story
921,1.87,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,In Testing,Story
922,0.1,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Ready For Signoff,Story
923,0.0,Team B,2019-12-13,KEY-1135,2020-05-18 15:23:26.721638,1.0,2019-12-13,Done,Story
924,7.2,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Open,Story
925,17.91,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Analysis,Story
926,0.12,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Awaiting clarification,Story
927,2.96,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Refinement,Story
928,32.78,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready for Development,Story
929,0.27,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Development,Story
930,0.81,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Code Review,Story
931,0.01,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready to Test,Story
932,0.02,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Testing,Story
933,0.19,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready For Signoff,Story
934,0.0,Team B,2020-01-15,KEY-1134,2020-05-18 15:23:26.721638,1.0,2020-01-15,Done,Story
935,13.91,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Open,Story
936,8.09,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready for Development,Story
937,0.97,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,In Development,Story
938,2.75,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Code Review,Story
939,0.09,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Merged,Story
940,0.1,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready to Test,Story
941,0.9,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,In Testing,Story
942,1.96,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready For Signoff,Story
943,0.0,Team B,2019-12-12,KEY-1133,2020-05-18 15:23:26.721638,2.0,2019-12-12,Done,Story
944,13.9,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Open,Story
945,8.05,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,Ready for Development,Story
946,3.71,Team B,2019-12-12,KEY-1132,2020-05-18 15:23:26.721638,2.0,2019-12-12,In Development,Story
