,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
2095,7.37,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Ready For Signoff,Story
2096,0.0,Team C,2020-05-07,KEY-895,2020-05-18 15:23:26.721638,1.0,2020-05-07,Done,Story
2097,210.95,Team B,2020-03-04,KEY-894,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
2098,0.0,Team B,2020-03-04,KEY-894,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
2099,210.95,Team B,2020-03-04,KEY-893,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
2100,0.0,Team B,2020-03-04,KEY-893,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
2101,83.81,Team C,2019-10-29,KEY-891,2020-05-18 15:23:26.721638,0.0,2019-10-29,Open,Story
2102,0.0,Team C,2019-10-29,KEY-891,2020-05-18 15:23:26.721638,0.0,2019-10-29,Withdrawn,Story
2103,76.77,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Analysis,Story
2104,6.26,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,Awaiting clarification,Story
2105,7.94,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Refinement,Story
2106,1.94,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready for Development,Story
2107,11.89,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Development,Story
2108,0.13,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready to Test,Story
2109,0.95,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Testing,Story
2110,0.0,Team C,2019-11-20,KEY-890,2020-05-18 15:23:26.721638,3.0,2019-11-20,Done,Story
2111,90.82,Team C,2019-11-05,KEY-889,2020-05-18 15:23:26.721638,,2019-11-05,Open,Story
2112,0.0,Team C,2019-11-05,KEY-889,2020-05-18 15:23:26.721638,,2019-11-05,Withdrawn,Story
2113,90.81,Team C,2019-11-05,KEY-888,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2114,0.0,Team C,2019-11-05,KEY-888,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2115,99.92,Team B,2019-11-14,KEY-887,2020-05-18 15:23:26.721638,0.0,2019-11-14,Open,Story
2116,0.0,Team B,2019-11-14,KEY-887,2020-05-18 15:23:26.721638,0.0,2019-11-14,Withdrawn,Story
2117,210.95,Team B,2020-03-04,KEY-886,2020-05-18 15:23:26.721638,0.0,2020-03-04,Open,Story
2118,0.0,Team B,2020-03-04,KEY-886,2020-05-18 15:23:26.721638,0.0,2020-03-04,Withdrawn,Story
2119,83.81,Team B,2019-10-29,KEY-885,2020-05-18 15:23:26.721638,0.0,2019-10-29,Open,Story
2120,0.0,Team B,2019-10-29,KEY-885,2020-05-18 15:23:26.721638,0.0,2019-10-29,Withdrawn,Story
2121,99.92,Team B,2019-11-14,KEY-884,2020-05-18 15:23:26.721638,0.0,2019-11-14,Open,Story
2122,0.0,Team B,2019-11-14,KEY-884,2020-05-18 15:23:26.721638,0.0,2019-11-14,Withdrawn,Story
2123,83.81,Team B,2019-10-29,KEY-883,2020-05-18 15:23:26.721638,0.0,2019-10-29,Open,Story
2124,0.0,Team B,2019-10-29,KEY-883,2020-05-18 15:23:26.721638,0.0,2019-10-29,Withdrawn,Story
2125,83.81,Team B,2019-10-29,KEY-882,2020-05-18 15:23:26.721638,0.0,2019-10-29,Open,Story
2126,0.0,Team B,2019-10-29,KEY-882,2020-05-18 15:23:26.721638,0.0,2019-10-29,Withdrawn,Story
2127,71.89,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Open,Story
2128,53.0,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Analysis,Story
2129,2.04,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Awaiting clarification,Story
2130,1.06,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Refinement,Story
2131,7.98,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready for Development,Story
2132,0.0,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Development,Story
2133,19.72,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready to Test,Story
2134,0.02,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,In Testing,Story
2135,6.32,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Ready For Signoff,Story
2136,0.0,Team B,2020-01-15,KEY-881,2020-05-18 15:23:26.721638,1.0,2020-01-15,Done,Story
2137,83.81,Team B,2019-10-29,KEY-880,2020-05-18 15:23:26.721638,0.0,2019-10-29,Open,Story
2138,0.0,Team B,2019-10-29,KEY-880,2020-05-18 15:23:26.721638,0.0,2019-10-29,Withdrawn,Story
2139,90.82,Team C,2019-11-05,KEY-879,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2140,0.0,Team C,2019-11-05,KEY-879,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2141,47.81,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Open,Story
2142,9.21,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Analysis,Story
2143,1.97,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Awaiting clarification,Story
2144,16.95,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Refinement,Story
2145,3.7,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Ready for Development,Story
2146,3.12,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Development,Story
2147,0.03,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Code Review,Story
2148,0.01,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Merged,Story
2149,0.02,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Ready to Test,Story
2150,1.06,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Testing,Story
2151,8.33,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Ready For Signoff,Story
2152,0.0,Team C,2019-11-06,KEY-878,2020-05-18 15:23:26.721638,3.0,2019-11-06,Done,Story
2153,90.82,Team C,2019-11-05,KEY-877,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2154,0.0,Team C,2019-11-05,KEY-877,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2155,69.77,Team C,2019-10-15,KEY-876,2020-05-18 15:23:26.721638,0.0,2019-10-15,Open,Story
2156,0.0,Team C,2019-10-15,KEY-876,2020-05-18 15:23:26.721638,0.0,2019-10-15,Withdrawn,Story
2157,56.98,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,Open,Story
2158,0.04,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,In Analysis,Story
2159,6.0,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,Awaiting clarification,Story
2160,22.94,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,In Refinement,Story
2161,13.94,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,Ready for Development,Story
2162,0.0,Team C,2019-11-14,KEY-875,2020-05-18 15:23:26.721638,0.0,2019-11-14,Withdrawn,Story
2163,90.81,Team C,2019-11-05,KEY-874,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2164,0.0,Team C,2019-11-05,KEY-874,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2165,47.8,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Open,Story
2166,9.21,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,In Analysis,Story
2167,0.78,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Awaiting clarification,Story
2168,18.17,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,In Refinement,Story
2169,7.79,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Ready for Development,Story
2170,1.02,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,In Development,Story
2171,0.09,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Code Review,Story
2172,0.04,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Merged,Story
2173,0.82,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Ready to Test,Story
2174,6.49,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Ready For Signoff,Story
2175,0.0,Team C,2019-11-06,KEY-873,2020-05-18 15:23:26.721638,1.0,2019-11-06,Done,Story
2176,50.06,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,Open,Story
2177,6.9799999999999995,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,In Analysis,Story
2178,20.86,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,In Refinement,Story
2179,0.88,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,Awaiting clarification,Story
2180,0.96,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,Ready for Development,Story
2181,10.16,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,In Development,Story
2182,0.01,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,Ready to Test,Story
2183,2.33,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,In Testing,Story
2184,0.0,Team C,2019-11-06,KEY-872,2020-05-18 15:23:26.721638,5.0,2019-11-06,Done,Story
2185,45.02,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Open,Story
2186,5.89,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Analysis,Story
2187,6.89,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Awaiting clarification,Story
2188,27.16,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Refinement,Story
2189,0.01,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready for Development,Story
2190,6.82,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Development,Story
2191,7.15,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Code Review,Story
2192,0.0,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Merged,Story
2193,0.86,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready to Test,Story
2194,0.02,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,In Testing,Story
2195,5.95,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Ready For Signoff,Story
2196,0.0,Team C,2019-11-20,KEY-871,2020-05-18 15:23:26.721638,3.0,2019-11-20,Done,Story
2197,111.89,Team C,2019-11-26,KEY-870,2020-05-18 15:23:26.721638,0.0,2019-11-26,Open,Story
2198,0.18,Team C,2019-11-26,KEY-870,2020-05-18 15:23:26.721638,0.0,2019-11-26,In Analysis,Story
2199,0.0,Team C,2019-11-26,KEY-870,2020-05-18 15:23:26.721638,0.0,2019-11-26,Withdrawn,Story
2200,59.0,Team C,2019-11-05,KEY-869,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2201,31.82,Team C,2019-11-05,KEY-869,2020-05-18 15:23:26.721638,0.0,2019-11-05,In Analysis,Story
2202,0.0,Team C,2019-11-05,KEY-869,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2203,90.81,Team C,2019-11-05,KEY-868,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2204,0.0,Team C,2019-11-05,KEY-868,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2205,57.05,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Open,Story
2206,24.74,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Analysis,Story
2207,2.05,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Awaiting clarification,Story
2208,22.950000000000003,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Refinement,Story
2209,0.91,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready for Development,Story
2210,5.32,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Development,Story
2211,1.69,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Code Review,Story
2212,0.0,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Merged,Story
2213,0.03,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready to Test,Story
2214,3.1,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Testing,Story
2215,3.0,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready For Signoff,Story
2216,0.0,Team C,2019-12-05,KEY-867,2020-05-18 15:23:26.721638,3.0,2019-12-05,Done,Story
2217,90.99,Team C,2019-11-05,KEY-866,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2218,0.0,Team C,2019-11-05,KEY-866,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2219,44.99,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Open,Story
2220,12.75,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Analysis,Story
2221,12.06,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Awaiting clarification,Story
2222,21.19,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Refinement,Story
2223,10.01,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready for Development,Story
2224,2.83,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Development,Story
2225,0.0,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Code Review,Story
2226,0.02,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Merged,Story
2227,0.07,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready to Test,Story
2228,0.04,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,In Testing,Story
2229,1.91,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Ready For Signoff,Story
2230,0.0,Team C,2019-11-20,KEY-864,2020-05-18 15:23:26.721638,2.0,2019-11-20,Done,Story
2231,90.82,Team C,2019-11-05,KEY-863,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2232,0.0,Team C,2019-11-05,KEY-863,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2233,78.77000000000001,Team C,2019-11-05,KEY-862,2020-05-18 15:23:26.721638,0.0,2019-11-05,Open,Story
2234,12.05,Team C,2019-11-05,KEY-862,2020-05-18 15:23:26.721638,0.0,2019-11-05,In Analysis,Story
2235,0.0,Team C,2019-11-05,KEY-862,2020-05-18 15:23:26.721638,0.0,2019-11-05,Withdrawn,Story
2236,69.77,Team C,2019-10-15,KEY-861,2020-05-18 15:23:26.721638,0.0,2019-10-15,Open,Story
2237,0.0,Team C,2019-10-15,KEY-861,2020-05-18 15:23:26.721638,0.0,2019-10-15,Withdrawn,Story
2238,44.97,Team C,2019-10-09,KEY-860,2020-05-18 15:23:26.721638,0.0,2019-10-09,Open,Story
2239,9.82,Team C,2019-10-09,KEY-860,2020-05-18 15:23:26.721638,0.0,2019-10-09,In Analysis,Story
2240,0.0,Team C,2019-10-09,KEY-860,2020-05-18 15:23:26.721638,0.0,2019-10-09,Awaiting clarification,Story
2241,9.26,Team C,2019-10-09,KEY-860,2020-05-18 15:23:26.721638,0.0,2019-10-09,In Refinement,Story
2242,0.0,Team C,2019-10-09,KEY-860,2020-05-18 15:23:26.721638,0.0,2019-10-09,Withdrawn,Story
2243,77.86,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Open,Story
2244,47.02,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Analysis,Story
2245,1.09,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Awaiting clarification,Story
2246,49.85,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Refinement,Story
2247,7.94,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Ready for Development,Story
2248,5.99,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,In Development,Story
2249,0.08,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Code Review,Story
2250,1.17,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Ready For Signoff,Story
2251,0.0,Team B,2020-02-13,KEY-859,2020-05-18 15:23:26.721638,3.0,2020-02-13,Done,Story
2252,44.88,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Open,Story
2253,9.86,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,In Analysis,Story
2254,2.07,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Awaiting clarification,Story
2255,7.029999999999999,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,In Refinement,Story
2256,1.83,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Ready for Development,Story
2257,11.09,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,In Development,Story
2258,0.1,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Code Review,Story
2259,1.09,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Ready For Signoff,Story
2260,0.0,Team C,2019-10-23,KEY-858,2020-05-18 15:23:26.721638,5.0,2019-10-23,Done,Story
2261,70.02,Team B,2020-04-30,KEY-857,2020-05-18 15:23:26.721638,0.0,2020-04-30,Open,Story
2262,57.89,Team B,2020-04-30,KEY-857,2020-05-18 15:23:26.721638,0.0,2020-04-30,Withdrawn,Story
2263,139.86,Team B,2020-04-30,KEY-857,2020-05-18 15:23:26.721638,0.0,2020-04-30,In Analysis,Story
2264,91.87,Team C,2019-11-06,KEY-856,2020-05-18 15:23:26.721638,0.0,2019-11-06,Open,Story
2265,0.0,Team C,2019-11-06,KEY-856,2020-05-18 15:23:26.721638,0.0,2019-11-06,Withdrawn,Story
2266,58.77,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Open,Story
2267,4.25,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Analysis,Story
2268,7.7,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Awaiting clarification,Story
2269,35.26,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Refinement,Story
2270,1.7,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready for Development,Story
2271,12.14,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Development,Story
2272,0.0,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Code Review,Story
2273,0.0,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Merged,Story
2274,0.01,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready to Test,Story
2275,0.86,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,In Testing,Story
2276,0.12,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Ready For Signoff,Story
2277,0.0,Team C,2019-12-05,KEY-855,2020-05-18 15:23:26.721638,3.0,2019-12-05,Done,Story
2278,54.81,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Analysis,Story
2279,4.19,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Awaiting clarification,Story
2280,17.9,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Refinement,Story
2281,2.85,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Ready for Development,Story
2282,11.05,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Development,Story
2283,0.06,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Code Review,Story
2284,0.04,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Merged,Story
2285,0.05,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,In Testing,Story
2286,1.29,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Ready For Signoff,Story
2287,0.0,Team C,2019-11-06,KEY-854,2020-05-18 15:23:26.721638,3.0,2019-11-06,Done,Story
2288,285.84,Team B,2020-05-18,KEY-851,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2289,0.0,Team B,2020-05-18,KEY-851,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2290,285.83,Team B,2020-05-18,KEY-850,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2291,0.0,Team B,2020-05-18,KEY-850,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2292,285.84,Team B,2020-05-18,KEY-849,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2293,0.0,Team B,2020-05-18,KEY-849,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2294,285.83,Team B,2020-05-18,KEY-848,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2295,0.0,Team B,2020-05-18,KEY-848,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2296,285.83,Team B,2020-05-18,KEY-847,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2297,0.0,Team B,2020-05-18,KEY-847,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2298,285.84,Team B,2020-05-18,KEY-846,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2299,0.0,Team B,2020-05-18,KEY-846,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2300,285.83,Team B,2020-05-18,KEY-845,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2301,0.0,Team B,2020-05-18,KEY-845,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2302,285.84,Team B,2020-05-18,KEY-771,2020-05-18 15:23:26.721638,0.0,2020-05-18,Open,Story
2303,0.0,Team B,2020-05-18,KEY-771,2020-05-18 15:23:26.721638,0.0,2020-05-18,Withdrawn,Story
2304,92.35,,2019-11-06,KEY-728,2020-05-18 15:23:26.721638,,2019-11-06,Open,Epic
2305,0.0,,2019-11-06,KEY-728,2020-05-18 15:23:26.721638,,2019-11-06,Withdrawn,Epic
2306,94.02,,2019-11-08,KEY-727,2020-05-18 15:23:26.721638,,2019-11-08,Open,Epic
2307,0.0,,2019-11-08,KEY-727,2020-05-18 15:23:26.721638,,2019-11-08,Withdrawn,Epic
2308,94.06,,2019-11-08,KEY-726,2020-05-18 15:23:26.721638,,2019-11-08,Open,Epic
2309,0.0,,2019-11-08,KEY-726,2020-05-18 15:23:26.721638,,2019-11-08,Withdrawn,Epic
2310,93.97,,2019-11-08,KEY-724,2020-05-18 15:23:26.721638,,2019-11-08,Open,Epic
2311,0.0,,2019-11-08,KEY-724,2020-05-18 15:23:26.721638,,2019-11-08,Withdrawn,Epic
2312,93.97,,2019-11-08,KEY-723,2020-05-18 15:23:26.721638,,2019-11-08,Open,Epic
2313,0.0,,2019-11-08,KEY-723,2020-05-18 15:23:26.721638,,2019-11-08,Withdrawn,Epic
2314,93.97,,2019-11-08,KEY-717,2020-05-18 15:23:26.721638,,2019-11-08,Open,Epic
2315,0.0,,2019-11-08,KEY-717,2020-05-18 15:23:26.721638,,2019-11-08,Withdrawn,Epic
2316,169.27,,2020-01-22,KEY-710,2020-05-18 15:23:26.721638,,2020-01-22,Open,Epic
2317,0.0,,2020-01-22,KEY-710,2020-05-18 15:23:26.721638,,2020-01-22,Withdrawn,Epic
2318,169.27,,2020-01-22,KEY-709,2020-05-18 15:23:26.721638,,2020-01-22,Open,Epic
2319,0.0,,2020-01-22,KEY-709,2020-05-18 15:23:26.721638,,2020-01-22,Withdrawn,Epic
2320,169.27,,2020-01-22,KEY-706,2020-05-18 15:23:26.721638,,2020-01-22,Open,Epic
2321,0.0,,2020-01-22,KEY-706,2020-05-18 15:23:26.721638,,2020-01-22,Withdrawn,Epic
2322,285.86,,2020-05-18,KEY-705,2020-05-18 15:23:26.721638,,2020-05-18,Open,Epic
2323,0.0,,2020-05-18,KEY-705,2020-05-18 15:23:26.721638,,2020-05-18,Withdrawn,Epic
2324,0.08,Team A,2019-08-07,KEY-674,2020-05-18 15:23:26.721638,0.5,2019-08-07,Open,Ops Task
2325,0.07,Team A,2019-08-07,KEY-674,2020-05-18 15:23:26.721638,0.5,2019-08-07,Code Review,Ops Task
2326,6.0,Team A,2019-08-07,KEY-674,2020-05-18 15:23:26.721638,0.5,2019-08-07,Done,Ops Task
2327,0.08,Team A,2019-08-07,KEY-673,2020-05-18 15:23:26.721638,1.0,2019-08-07,Open,Ops Task
2328,0.19,Team A,2019-08-07,KEY-673,2020-05-18 15:23:26.721638,1.0,2019-08-07,Code Review,Ops Task
2329,0.73,Team A,2019-08-07,KEY-673,2020-05-18 15:23:26.721638,1.0,2019-08-07,Merged,Ops Task
2330,0.05,Team A,2019-08-07,KEY-673,2020-05-18 15:23:26.721638,1.0,2019-08-07,Ready to Test,Ops Task
